2025-05-29 15:29:25 |     INFO | crew_insights | setup_crew_file_logging:103 | ================================================================================
2025-05-29 15:29:25 |     INFO | crew_insights | analista_vendas_tendencias:514 | 📈 Inicializando Analista de Vendas e Tendências via sistema centralizado...
2025-05-29 15:29:25 |     INFO | crew_insights | analista_vendas_tendencias:518 |    • Total de ferramentas: 17
2025-05-29 15:29:25 |     INFO | crew_insights | analista_vendas_tendencias:519 |    • Principais: ['FileReadTool', 'SQLServerQueryTool', 'DuckDuckGoSearchTool', 'ProphetForecastTool']
2025-05-29 15:29:25 |     INFO | crew_insights | especialista_produtos:539 | 🎯 Inicializando Especialista em Produtos via sistema centralizado...
2025-05-29 15:29:25 |     INFO | crew_insights | especialista_produtos:542 |    • Total de ferramentas: 17
2025-05-29 15:29:25 |     INFO | crew_insights | analista_estoque:562 | 📦 Inicializando Analista de Estoque via sistema centralizado...
2025-05-29 15:29:25 |     INFO | crew_insights | analista_estoque:565 |    • Total de ferramentas: 17
2025-05-29 15:29:25 |     INFO | crew_insights | analista_financeiro:585 | 💰 Inicializando Analista Financeiro via sistema centralizado...
2025-05-29 15:29:25 |     INFO | crew_insights | analista_financeiro:590 |    • Categoria: financial_analysis
2025-05-29 15:29:25 |     INFO | crew_insights | analista_financeiro:591 |    • Total de ferramentas: 7
2025-05-29 15:29:25 |     INFO | crew_insights | analista_financeiro:592 |    • Ferramentas financeiras especializadas disponíveis
2025-05-29 15:29:25 |     INFO | crew_insights | especialista_clientes:612 | 👥 Inicializando Especialista em Clientes via sistema centralizado...
2025-05-29 15:29:25 |     INFO | crew_insights | especialista_clientes:617 |    • Categoria: customer_analysis
2025-05-29 15:29:25 |     INFO | crew_insights | especialista_clientes:618 |    • Total de ferramentas: 6
2025-05-29 15:29:25 |     INFO | crew_insights | especialista_clientes:619 |    • ML e análise comportamental incluídos
2025-05-29 15:29:25 |     INFO | crew_insights | analista_performance:639 | 👤 Inicializando Analista de Performance via sistema centralizado...
2025-05-29 15:29:25 |     INFO | crew_insights | analista_performance:642 |    • Total de ferramentas: 17
2025-05-29 15:29:25 |     INFO | crew_insights | diretor_insights:662 | 🎯 Inicializando Diretor de Insights via sistema centralizado...
2025-05-29 15:29:25 |     INFO | crew_insights | diretor_insights:665 |    • Total de ferramentas: 17
2025-05-29 15:29:25 |     INFO | crew_insights | engenheiro_dados_task:682 | 📋 Configurando Task: Engenheiro de Dados
2025-05-29 15:29:25 |     INFO | crew_insights | analista_vendas_tendencias_task:690 | 📋 Configurando Task: Analista Vendas e Tendências (Consolidada)
2025-05-29 15:29:25 |     INFO | crew_insights | especialista_produtos_task:699 | 📋 Configurando Task: Especialista Produtos (Consolidada)
2025-05-29 15:29:25 |     INFO | crew_insights | analista_estoque_task:708 | 📋 Configurando Task: Analista Estoque (Consolidada)
2025-05-29 15:29:25 |     INFO | crew_insights | analista_financeiro_task:717 | 📋 Configurando Task: Analista Financeiro
2025-05-29 15:29:25 |     INFO | crew_insights | especialista_clientes_task:726 | 📋 Configurando Task: Especialista Clientes
2025-05-29 15:29:25 |     INFO | crew_insights | analista_performance_task:735 | 📋 Configurando Task: Analista Performance (Consolidada)
2025-05-29 15:29:25 |     INFO | crew_insights | diretor_insights_task:744 | 📋 Configurando Task: Diretor Insights (Síntese Final)
2025-05-29 15:29:25 |     INFO | crew_insights | crew:762 | 🚀 Configurando Crew com logging avançado...
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:212 | 🚀 INICIANDO INSIGHTS-AI OTIMIZADO
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:213 | ============================================================
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:214 | 📅 Data/Hora: 2025-05-29 15:29:25
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:215 | 📋 Inputs recebidos: {'data_inicio': '2021-05-30', 'data_fim': '2025-05-29'}
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:216 | 📁 Log sendo salvo em: logs\crew_executions\crew_execution_20250529_152925.log
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:217 | ============================================================
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:224 | 📅 Período de análise: 2021-05-30 até 2025-05-29
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:230 | ✅ Formato de datas validado com sucesso
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:237 | 🔧 VALIDANDO FERRAMENTAS CRÍTICAS:
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:247 |    ✅ sql_tool carregada - Tipo: SQLServerQueryTool
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:247 |    ✅ prophet_tool carregada - Tipo: ProphetForecastTool
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:247 |    ✅ stats_tool carregada - Tipo: StatisticalAnalysisTool
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:247 |    ✅ bi_tool carregada - Tipo: BusinessIntelligenceTool
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:252 | 📊 Status geral: 4/4 ferramentas críticas funcionando
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:255 | 📊 PREPARANDO EXTRAÇÃO DE DADOS:
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:258 |    🔄 Modo: Extração com filtro temporal 2021-05-30 a 2025-05-29
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:259 |    📋 Dados serão extraídos pelo agente usando os inputs fornecidos
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:270 | ============================================================
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:271 | ⏱️ SETUP CONCLUÍDO em 0.00 segundos
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:272 | 🚀 INICIANDO EXECUÇÃO DO CREW...
2025-05-29 15:29:25 |     INFO | crew_insights | before_kickoff:273 | ============================================================
2025-05-29 15:30:29 |     INFO | crew_insights | <lambda>:685 | ✅ [Engenheiro] Task concluída: 3743 chars
2025-05-29 15:30:29 |     INFO | crew_insights | task_callback:767 | ✅ Task concluída: 🔧 ENGENHARIA DE DADOS AVANÇADA COM FILTROS TEMPORAIS:
**IMPORTANTE: Use os inputs 2021-05-30 e 2025-...
2025-05-29 15:30:29 |     INFO | crew_insights | task_callback:768 | 📊 Output type: <class 'crewai.tasks.task_output.TaskOutput'>
2025-05-29 15:30:29 |     INFO | crew_insights | task_callback:769 | 📏 Output length: 3743 chars
